"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score MS Amanda 2.0: MS Amanda 2.0"	"Score Sequest HT: Sequest HT"	"# Peptides (by Search Engine): MS Amanda 2.0"	"# Peptides (by Search Engine): Sequest HT"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Ensembl Gene ID"	"Gene Symbol"	"Gene ID"	"WikiPathways"	"Reactome Pathways"	"# Protein Pathway Groups"	"# Razor Peptides"	"Abundance Ratio: (Aortic_Aneurism) / (Healthy)"	"Abundance Ratio Adj. P-Value: (Aortic_Aneurism) / (Healthy)"	"Abundance Ratio Variability [%]: (Aortic_Aneurism) / (Healthy)"	"Abundances (Grouped): Aortic_Aneurism"	"Abundances (Grouped): Healthy"	"Abundances (Grouped) CV [%]: Aortic_Aneurism"	"Abundances (Grouped) CV [%]: Healthy"	"Found in Sample: [S1] F1: Sample, 10364, Aortic_Aneurism, 1"	"Found in Sample: [S2] F2: Sample, 10364, Aortic_Aneurism, 2"	"Found in Sample: [S3] F3: Sample, 10367, Aortic_Aneurism, 1"	"Found in Sample: [S4] F4: Sample, 10367, Aortic_Aneurism, 2"	"Found in Sample: [S5] F5: Sample, VD2100020, Aortic_Aneurism, 1"	"Found in Sample: [S6] F6: Sample, VD2100020, Aortic_Aneurism, 2"	"Found in Sample: [S7] F7: Sample, VD2100023, Aortic_Aneurism, 1"	"Found in Sample: [S8] F8: Sample, VD2100023, Aortic_Aneurism, 2"	"Found in Sample: [S9] F9: Sample, VD2100042, Aortic_Aneurism, 1"	"Found in Sample: [S10] F10: Sample, VD2100042, Aortic_Aneurism, 2"	"Found in Sample: [S11] F11: Sample, VD2100089, Aortic_Aneurism, 1"	"Found in Sample: [S12] F12: Sample, VD2100089, Aortic_Aneurism, 2"	"Found in Sample: [S13] F13: Sample, VD2100127, Aortic_Aneurism, 1"	"Found in Sample: [S14] F14: Sample, VD2100127, Aortic_Aneurism, 2"	"Found in Sample: [S15] F15: Sample, VD2100143, Aortic_Aneurism, 1"	"Found in Sample: [S16] F16: Sample, VD2100143, Aortic_Aneurism, 2"	"Found in Sample: [S17] F17: Sample, VD2200046, Aortic_Aneurism, 1"	"Found in Sample: [S18] F18: Sample, VD2200046, Aortic_Aneurism, 2"	"Found in Sample: [S21] F21: Sample, VD2300002, Aortic_Aneurism, 1"	"Found in Sample: [S22] F22: Sample, VD2300002, Aortic_Aneurism, 2"	"Found in Sample: [S23] F23: Sample, VD2300004, Aortic_Aneurism, 1"	"Found in Sample: [S24] F24: Sample, VD2300004, Aortic_Aneurism, 2"	"Found in Sample: [S25] F25: Sample, VD2300023, Aortic_Aneurism, 1"	"Found in Sample: [S26] F26: Sample, VD2300023, Aortic_Aneurism, 2"	"Found in Sample: [S27] F27: Sample, VD2300050, Aortic_Aneurism, 1"	"Found in Sample: [S28] F28: Sample, VD2300050, Aortic_Aneurism, 2"	"Found in Sample: [S29] F29: Sample, VD2300066, Aortic_Aneurism, 1"	"Found in Sample: [S30] F30: Sample, VD2300066, Aortic_Aneurism, 2"	"Found in Sample: [S31] F31: Sample, VD2300083, Aortic_Aneurism, 1"	"Found in Sample: [S32] F32: Sample, VD2300083, Aortic_Aneurism, 2"	"Found in Sample: [S33] F33: Sample, VD2300087, Aortic_Aneurism, 1"	"Found in Sample: [S34] F34: Sample, VD2300087, Aortic_Aneurism, 2"	"Found in Sample: [S35] F35: Sample, VD2300117, Aortic_Aneurism, 1"	"Found in Sample: [S36] F36: Sample, VD2300117, Aortic_Aneurism, 2"	"Found in Sample: [S37] F37: Sample, VD2400050, Aortic_Aneurism, 1"	"Found in Sample: [S38] F38: Sample, VD2400050, Aortic_Aneurism, 2"	"Found in Sample: [S39] F39: Sample, VD2400066, Aortic_Aneurism, 1"	"Found in Sample: [S40] F40: Sample, VD2400066, Aortic_Aneurism, 2"	"Found in Sample: [S41] F41: Sample, FA1, Aortic_Aneurism, 1"	"Found in Sample: [S42] F42: Sample, FA1, Aortic_Aneurism, 2"	"Found in Sample: [S43] F43: Sample, FA3, Aortic_Aneurism, 1"	"Found in Sample: [S44] F44: Sample, FA3, Aortic_Aneurism, 2"	"Found in Sample: [S45] F45: Sample, FA5, Aortic_Aneurism, 1"	"Found in Sample: [S46] F46: Sample, FA5, Aortic_Aneurism, 2"	"Found in Sample: [S48] F48: Sample, FA6, Aortic_Aneurism, 2"	"Found in Sample: [S49] F49: Sample, FA7, Aortic_Aneurism, 1"	"Found in Sample: [S50] F50: Sample, FA7, Aortic_Aneurism, 2"	"Found in Sample: [S65] F65: Sample, FA6, Aortic_Aneurism, 1"	"Found in Sample: [S51] F51: Sample, SCALA50-----, Healthy, 1"	"Found in Sample: [S52] F52: Sample, SCALA50-----, Healthy, 2"	"Found in Sample: [S53] F53: Sample, 245AIT, Healthy, 1"	"Found in Sample: [S54] F54: Sample, 245AIT, Healthy, 2"	"Found in Sample: [S55] F55: Sample, 284AIT, Healthy, 1"	"Found in Sample: [S56] F56: Sample, 284AIT, Healthy, 2"	"Found in Sample: [S57] F57: Sample, 230AIT, Healthy, 1"	"Found in Sample: [S58] F58: Sample, 230AIT, Healthy, 2"	"Found in Sample: [S59] F59: Sample, 161FCP/FA, Healthy, 1"	"Found in Sample: [S60] F60: Sample, 161FCP/FA, Healthy, 2"	"Found in Sample: [S61] F61: Sample, 279TCFA/HR, Healthy, 1"	"Found in Sample: [S62] F62: Sample, 279TCFA/HR, Healthy, 2"	"Found in Sample: [S63] F63: Sample, 282HR, Healthy, 1"	"Found in Sample: [S64] F64: Sample, 282HR, Healthy, 2"	"# Protein Groups"	"Modifications"
"5620405547330282270"	"True"	"High"	"IsMasterProtein"	"Q7Z4V5"	"Hepatoma-derived growth factor-related protein 2"	"0.000"	"41.962"	"6"	"3"	"25"	"1"	"671"	"74.3"	"7.49"	"4381.15"	"41.87"	"3"	"3"	"cell organization and biogenesis;DNA metabolism;other metabolic processes;stress response;other biological processes"	"nucleus;other cell component"	"other molecular function"	"Pf00855, Pf11467"	"84717"	"ENSG00000167674"	"HDGFL2"	"hsa:84717; I3L080; K7EQZ6; Q7Z4V5; Q96GI5; Q9BW08"	"Mammary gland development: pregnancy and lactation - stage 3 of 4"	""	"1"	"0"	"100.000"	"2.17559523809524E-16"	""	"200.0"	""	"26.40"	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"3791962220026179374"	"True"	"High"	"IsMasterProtein"	"Q8IWU6"	"Extracellular sulfatase Sulf-1"	"0.000"	"38.170"	"5"	"2"	"8"	"2"	"871"	"101.0"	"9.09"	"327.77"	"38.43"	"1"	"2"	"cell organization and biogenesis;protein metabolism;other metabolic processes;developmental processes;signal transduction;other biological processes"	"non-structural extracellular;plasma membrane;other membranes;ER/Golgi;other cell component"	"other molecular function"	"Pf00884, Pf12548"	"23213"	"ENSG00000137573"	"SULF1"	"hsa:23213; Q86YV8; Q8IWU6; Q8NCA2; Q9UPS5"	""	""	"0"	"0"	"5.203"	"0.0265214515093558"	"47.04"	"177.1"	"22.9"	"53.17"	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"1"	""
"7589862746651834702"	"True"	"High"	"IsMasterProtein"	"Q9UBW5"	"Bridging integrator 2"	"0.000"	"36.268"	"11"	"4"	"12"	"4"	"565"	"61.8"	"5.15"	"1087.89"	"26.32"	"3"	"4"	"cell organization and biogenesis;transport;other biological processes"	"non-structural extracellular;plasma membrane;other membranes;cytoskeleton;other cell component"	"other molecular function"	"Pf03114, Pf21532"	"51411"	"ENSG00000110934"	"BIN2"	"B7Z6F3; F5H0W4; hsa:51411; Q86VV0; Q9NWK4; Q9UBW5; Q9UKN4"	"TYROBP causal network in microglia"	"Neutrophil degranulation; Signaling by membrane-tethered fusions of PDGFRA or PDGFRB"	"3"	"0"	"100.000"	"2.17559523809524E-16"	""	"200.0"	""	"72.22"	""	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"High"	"Peak Found"	"Not Found"	"Not Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"8967504880030324887"	"True"	"High"	"IsMasterProtein"	"Q96CF2"	"Charged multivesicular body protein 4c"	"0.000"	"32.999"	"21"	"3"	"119"	"2"	"233"	"26.4"	"6.07"	"11079.36"	"146.23"	"2"	"3"	"cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;transport;signal transduction;other biological processes"	"plasma membrane;other membranes;cytosol;cytoskeleton;nucleus;other cytoplasmic organelle;other cell component"	"other molecular function"	"Pf03357"	"92421"	"ENSG00000164695"	"CHMP4C"	"B2RBZ1; hsa:92421; Q96CF2"	""	"Sealing of the nuclear envelope (NE) by ESCRT-III; Budding and maturation of HIV virion; Endosomal Sorting Complex Required For Transport (ESCRT); HCMV Late Events; Late endosomal microautophagy; Macroautophagy; Pyroptosis; Translation of Replicase and Assembly of the Replication Transcription Complex; Translation of Replicase and Assembly of the Replication Transcription Complex"	"9"	"0"	"0.010"	"2.17559523809524E-16"	""	""	"200.0"	""	"63.12"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"Not Found"	"Not Found"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-8127220465279111592"	"True"	"High"	"IsMasterProtein"	"P17677"	"Neuromodulin"	"0.000"	"31.233"	"25"	"4"	"19"	"4"	"238"	"24.8"	"4.72"	"1807.87"	"29.38"	"3"	"4"	"cell organization and biogenesis;stress response;developmental processes;signal transduction;other biological processes"	"plasma membrane;other membranes;other cell component"	"other molecular function"	"Pf00612, Pf06614, Pf10580"	"2596"	"ENSG00000172020"	"GAP43"	"A8K0Y4; hsa:2596; P17677"	"Glial cell differentiation; Spinal cord injury"	"L1CAM interactions"	"3"	"0"	"18.580"	"3.20107380491486E-07"	"110.98"	"186.6"	"13.4"	"115.10"	"114.50"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"High"	"High"	"High"	"High"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"2035928158488886696"	"True"	"High"	"IsMasterProtein"	"P05160"	"Coagulation factor XIII B chain"	"0.000"	"30.820"	"7"	"4"	"84"	"4"	"661"	"75.5"	"6.39"	"6981.82"	"68.29"	"4"	"4"	"protein metabolism;other metabolic processes;stress response"	"non-structural extracellular;other cell component"	""	"Pf00084"	"2165"	"ENSG00000143278; ENSG00000291998"	"F13B"	"A8K3E5; hsa:2165; P05160; Q5VYL5"	"Androgen receptor network in prostate cancer; Blood clotting cascade; Dengue-2 interactions with complement and coagulation cascades; Steroid biosynthesis; Complement and coagulation cascades"	"Common Pathway of Fibrin Clot Formation"	"6"	"0"	"4.667"	"0.0690704057085492"	"120.63"	"183.4"	"16.6"	"112.10"	"121.14"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"High"	"Peak Found"	"Not Found"	"Not Found"	"1"	""
"3002770736924171676"	"True"	"High"	"IsMasterProtein"	"P0DOX3"	"Immunoglobulin delta heavy chain"	"0.000"	"30.612"	"9"	"4"	"30"	"4"	"512"	"56.2"	"8.02"	"3162.71"	"37.26"	"4"	"4"	"other biological processes"	"non-structural extracellular;plasma membrane;other membranes;other cell component"	""	""	""	""	""	""	""	""	"0"	"0"	"4.404"	"0.0884606883491006"	"96.25"	"182.7"	"17.3"	"132.34"	"83.19"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"High"	"High"	"Not Found"	"Not Found"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"1"	""
"2819715853452011200"	"True"	"High"	"IsMasterProtein"	"Q8WUD4"	"Coiled-coil domain-containing protein 12"	"0.000"	"30.401"	"24"	"2"	"6"	"2"	"166"	"19.2"	"7.34"	"641.50"	"17.50"	"1"	"2"	""	"nucleus"	""	"Pf08315"	"151903"	"ENSG00000160799"	"CCDC12"	"hsa:151903; Q8N8I4; Q8WUD4"	""	"mRNA Splicing - Major Pathway"	"1"	"0"	"100.000"	"2.17559523809524E-16"	""	"200.0"	""	"108.36"	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-2780116787399256514"	"True"	"High"	"IsMasterProtein"	"O14958"	"Calsequestrin-2"	"0.000"	"29.176"	"9"	"3"	"10"	"3"	"399"	"46.4"	"4.37"	"1230.14"	"9.09"	"3"	"3"	"cell-cell signaling;cell organization and biogenesis;signal transduction;other biological processes"	"other membranes;cytosol;cytoskeleton;ER/Golgi;other cell component"	"other molecular function"	"Pf01216"	"845"	"ENSG00000118729"	"CASQ2"	"B2R7M6; B4DIB0; hsa:845; O14958; Q5T1D2; Q8TBW8"	"Calcium regulation in cardiac cells"	"Stimuli-sensing channels; Ion homeostasis"	"3"	"0"	"100.000"	"2.17559523809524E-16"	""	"200.0"	""	"184.36"	""	"Peak Found"	"Not Found"	"High"	"High"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"277591411884339370"	"True"	"High"	"IsMasterProtein"	"P02776"	"Platelet factor 4"	"0.000"	"28.192"	"36"	"3"	"600"	"3"	"101"	"10.8"	"8.62"	"83950.22"	"841.07"	"3"	"3"	"stress response;signal transduction;other biological processes"	"non-structural extracellular;other cell component"	"signal transduction activity or receptor binding;other molecular function"	"Pf00048"	"5196"	"ENSG00000163737"	"PF4"	"hsa:5196; P02776; Q53X61; Q9UC64; Q9UC65"	"Chemokine signaling; Platelet-mediated interactions with vascular and circulating cells; SARS-CoV-2 innate immunity evasion and cell-specific immune response; Overview of proinflammatory and profibrotic mediators; Cytokine-cytokine receptor interaction"	"Cell surface interactions at the vascular wall; G alpha (i) signalling events; Platelet degranulation ; Chemokine receptors bind chemokines; RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function; Common Pathway of Fibrin Clot Formation"	"11"	"0"	"4.339"	"0.0935409124460164"	"112.68"	"169.5"	"30.5"	"67.95"	"182.65"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"6425786624467733847"	"True"	"High"	"IsMasterProtein"	"O95758"	"Polypyrimidine tract-binding protein 3"	"0.000"	"26.085"	"8"	"4"	"100"	"1"	"552"	"59.7"	"9.04"	"5571.41"	"117.59"	"2"	"4"	"RNA metabolism OR transcription;other metabolic processes;other biological processes"	"nucleus"	"nucleic acid binding activity"	"Pf11835, Pf13893"	"9991"	"ENSG00000119314"	"PTBP3"	"B1ALY2; B1ALY3; B1ALY5; B1ALY6; B3KME7; hsa:9991; O95758; Q68DB9; Q86YB3; Q86YH9"	""	""	"0"	"0"	"100.000"	"2.17559523809524E-16"	""	"200.0"	""	"52.35"	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-1156835189501834079"	"True"	"High"	"IsMasterProtein"	"O75363"	"Breast carcinoma-amplified sequence 1"	"0.000"	"25.257"	"5"	"2"	"12"	"2"	"584"	"61.7"	"5.10"	"1459.63"	"15.35"	"2"	"2"	"developmental processes"	"other cell component"	""	""	"8537"	"ENSG00000064787"	"BCAS1"	"A0AVG5; hsa:8537; O75363; Q68CZ3"	""	""	"0"	"0"	"100.000"	"2.17559523809524E-16"	""	"200.0"	""	"104.65"	""	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"Not Found"	"Not Found"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"1813659079269050587"	"True"	"High"	"IsMasterProtein"	"Q9H0Q3"	"FXYD domain-containing ion transport regulator 6"	"0.000"	"25.185"	"37"	"2"	"3"	"2"	"95"	"10.5"	"5.10"	"221.94"	"8.06"	"1"	"2"	"transport;other biological processes"	"plasma membrane;other membranes;other cell component"	"other molecular function"	"Pf02038"	"53826"	"ENSG00000137726"	"FXYD6"	"A8K0R4; hsa:53826; J3QLD2; Q6FIG9; Q6UW52; Q9H0Q3"	""	"Potential therapeutics for SARS; Ion homeostasis; Ion transport by P-type ATPases"	"3"	"0"	"100.000"	"2.17559523809524E-16"	""	"200.0"	""	"84.50"	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"High"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"3271098639454742173"	"True"	"High"	"IsMasterProtein"	"Q9H9B4"	"Sideroflexin-1"	"0.000"	"24.753"	"11"	"3"	"6"	"2"	"322"	"35.6"	"9.07"	"616.55"	"12.28"	"2"	"3"	"other metabolic processes;transport;other biological processes"	"other membranes;mitochondrion"	"transporter activity"	"Pf03820"	"94081"	"ENSG00000164466"	"SFXN1"	"B3KPW3; D3DQN2; hsa:94081; Q9H9B4; Q9HA53"	"miR-targeted genes in leukocytes; miR-targeted genes in lymphocytes; miR-targeted genes in muscle cell; Metabolic epileptic disorders"	""	"4"	"0"	"100.000"	"2.17559523809524E-16"	""	"200.0"	""	"71.72"	""	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"High"	"Peak Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
